id,nom_estab,latitud,longitud,per_ocu,nombre_act,precio,rating
6309745,1026 CHILIS AEROPUERTO,19.4200267,-99.08091326,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,226,4.3
6257592,1032 CHILIS ACOXPA,19.29737002,-99.13654357,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,285,4.2
6795157,1033 CHILLIS ZONA ROSA,19.42531656,-99.16434183,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,421,4.0
6315768,1037 CHILIS PLAZA INN,19.35185755,-99.18619808,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,58,3.2
6320507,1039 CHILIS SANTA FE 2,19.36221109,-99.27565655,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,400,4.2
6320506,1041 CHILIS BUENAVISTA,19.44689894,-99.15253949,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,167,4.2
935300,1042 CHILIS CUEMANCO,19.29385278,-99.10797592,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,343,5.0
6813428,1043 CHILIS GALERIAS INSURGENTES,19.37156554,-99.17947736,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,438,3.5
6708952,1045 CHILIS PABELLON CUAUHTEMOC,19.41170304,-99.15492427,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,150,3.5
6719774,1046 CHILIS TOWN CENTER ROSARIO,19.50295424,-99.20516187,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,474,3.9
6718699,1047 CHILIS TEPEYAC,19.47279793,-99.12169052,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,467,1.9
6775815,1048 CHILIS PLAZA ORIENTE,19.38183329,-99.08178877,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,251,2.4
6699409,1050 CHILIS UNIVERSIDAD 757,19.37522229,-99.1620844,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,401,3.9
6813812,1055 CHILIS HUIPULCO,19.29630127,-99.15404907,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,406,2.4
6812434,1057 CHILIS VIA VALLEJO,19.48703754,-99.15136986,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,496,2.4
6812435,1058 CHILIS AEROPUERTO T1,19.43660396,-99.08109313,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,194,3.0
6812438,1061 CHILIS PARQUE DELTA,19.40328676,-99.15537787,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,230,2.5
9392975,1065 CHILIS MANACAR ,19.36847875,-99.18084569,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,85,4.7
9392977,1070 CHILIS PORTAL CENTRO,19.41770019,-99.13009055,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,85,3.6
9395593,1071 CHILIS PATIO TLALPAN,19.28414443,-99.17576757,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,446,4.4
9395094,1072 CHILIS AZCAPOTZALCO,19.47354918,-99.19201609,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,69,3.6
8827586,1076 CHILIS LAS ANTENAS,19.31557305,-99.07713563,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,356,2.6
9442309,1082 CHILIS ENCUENTRO OCEANIA,19.44029282,-99.0941359,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,279,4.0
9433678,1083 MITIKAH,19.36108415,-99.16996129,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,260,2.2
9392976,1084 PARQUE TEPEYAC,19.4774192,-99.09883643,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,321,4.4
11732441,11 11 RESTAURANTE COMIDA INTERNACIONAL,19.43040857,-99.19930424,11 a 30 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,55,4.1
10813126,11 FRATELLI,19.37416974,-99.15931503,0 a 5 personas,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",443,4.6
6305536,11003 POLANCO,19.43604852,-99.2036916,11 a 30 personas,Restaurantes de autoservicio,208,2.8
9453833,11004 SAN ANGEL,19.34188365,-99.18971818,11 a 30 personas,Restaurantes de autoservicio,195,3.7
6319030,11009 CAFETALES,19.30370749,-99.11288388,11 a 30 personas,Restaurantes de autoservicio,401,4.6
6309899,11011 PRADO NORTE,19.42773319,-99.20978383,11 a 30 personas,Restaurantes de autoservicio,218,3.3
6304427,11012 CENTRO,19.42407875,-99.13569308,11 a 30 personas,Restaurantes de autoservicio,411,2.9
6813951,11013 GUADALUPE INN,19.36893829,-99.14824221,11 a 30 personas,Restaurantes de autoservicio,96,4.3
6729411,11021 BOSQUES,19.38945474,-99.26037762,11 a 30 personas,Restaurantes de autoservicio,73,4.3
6314611,11022 PEDREGAL,19.30658853,-99.20957154,11 a 30 personas,Restaurantes de autoservicio,159,2.9
6319073,11023 CAMPESTRE,19.35879199,-99.1336917,11 a 30 personas,Restaurantes de autoservicio,142,2.9
6313034,11026 NAPOLES,19.38852565,-99.1781309,11 a 30 personas,Restaurantes de autoservicio,266,3.9
9438898,11029 VISTA HERMOSA,19.37301229,-99.27832218,11 a 30 personas,Restaurantes de autoservicio,153,2.9
6705327,11037 COPILCO,19.33605879,-99.17833316,11 a 30 personas,Restaurantes de autoservicio,266,4.7
6319069,11055 CONDESA,19.41153243,-99.17636262,11 a 30 personas,Restaurantes de autoservicio,217,4.1
9414851,11056 DIVISION DEL NORTE,19.34252037,-99.14897093,11 a 30 personas,Restaurantes de autoservicio,94,4.8
6304306,11058 ZONA ROSA,19.42638988,-99.16445102,11 a 30 personas,Restaurantes de autoservicio,388,2.4
913405,11062 ACOXPA,19.29473538,-99.13087365,11 a 30 personas,Restaurantes de autoservicio,251,4.4
6314651,11066 SAN JERONIMO,19.3295026,-99.21586392,11 a 30 personas,Restaurantes de autoservicio,306,2.2
6309900,11068 ANZURES,19.43310466,-99.18596523,11 a 30 personas,Restaurantes de autoservicio,332,3.9
6305978,11075 POLITECNICO,19.49693996,-99.13215045,11 a 30 personas,Restaurantes de autoservicio,71,3.9
6316454,11089 MELCHOR OCAMPO,19.44057444,-99.17571142,11 a 30 personas,Restaurantes de autoservicio,77,3.3
6319031,11096 TLATELOLCO,19.45582868,-99.14469997,11 a 30 personas,Restaurantes de autoservicio,303,3.7
6811853,11098 PERIFERICO,19.30065834,-99.15975286,11 a 30 personas,Restaurantes de autoservicio,481,3.6
6319055,11099 NARVARTE,19.38024119,-99.15297749,11 a 30 personas,Restaurantes de autoservicio,84,3.7
6305263,11106 JARDIN BALBUENA,19.41765552,-99.10392985,11 a 30 personas,Restaurantes de autoservicio,52,4.0
6314881,11120 AZCAPOTZALCO,19.47085251,-99.17843527,11 a 30 personas,Restaurantes de autoservicio,471,3.1
6709876,11124 INSURGENTES,19.29371935,-99.18003882,11 a 30 personas,Restaurantes de autoservicio,267,4.6
6316633,11126 OLIVAR DE LOS PADRES,19.33744942,-99.23760045,11 a 30 personas,Restaurantes de autoservicio,349,2.7
6713284,11140 TEPEPAN,19.2811798,-99.13800365,11 a 30 personas,Restaurantes de autoservicio,303,4.6
6319440,11143 CHURUBUSCO,19.37890412,-99.10176346,11 a 30 personas,Restaurantes de autoservicio,438,4.7
6232121,11148 TLAHUAC,19.33797478,-99.0636632,11 a 30 personas,Restaurantes de autoservicio,289,4.4
6314240,11150 DEL VALLE,19.3858588,-99.16041997,11 a 30 personas,Restaurantes de autoservicio,290,4.4
6309901,11155 ROSARIO,19.4987824,-99.20145014,11 a 30 personas,Restaurantes de autoservicio,251,2.2
6309902,11165 TOREO,19.44961653,-99.2199,11 a 30 personas,Restaurantes de autoservicio,184,4.2
6316634,11172 SANTA FE,19.37259962,-99.26496627,11 a 30 personas,Restaurantes de autoservicio,475,3.3
6310299,11173 EDUARDO MOLINA,19.45018521,-99.11040142,11 a 30 personas,Restaurantes de autoservicio,403,4.2
6314280,11174 IZTAPALAPA,19.35572511,-99.10301309,11 a 30 personas,Restaurantes de autoservicio,416,4.6
6314281,11177 EL SALADO,19.36545158,-99.0053085,11 a 30 personas,Restaurantes de autoservicio,106,3.1
6315434,11197 SANTA LUCIA,19.36774668,-99.22866219,11 a 30 personas,Restaurantes de autoservicio,134,3.2
6786431,11199 XOCHIMILCO,19.2645225,-99.1045463,11 a 30 personas,Restaurantes de autoservicio,206,4.8
9463157,11200 VALLEJO,19.4729772,-99.14630409,11 a 30 personas,Restaurantes de autoservicio,386,3.1
6306542,11207 PLAZA ORIENTE,19.47882174,-99.09691494,11 a 30 personas,Restaurantes de autoservicio,240,4.2
6309903,11210 LEGARIA,19.45332242,-99.19848689,11 a 30 personas,Restaurantes de autoservicio,469,4.4
6305535,11219 ROMA,19.40939446,-99.16724582,11 a 30 personas,Restaurantes de autoservicio,473,4.2
6794203,11225 POPOCATEPETL,19.37067909,-99.16465977,11 a 30 personas,Restaurantes de autoservicio,70,2.9
9457954,11233 CONTRERAS,19.30592998,-99.23395432,11 a 30 personas,Restaurantes de autoservicio,147,4.4
6309904,11243 WALMART ROJO GOMEZ,19.38311878,-99.07698993,11 a 30 personas,Restaurantes de autoservicio,230,3.9
6316277,11251 OBSERVATORIO,19.40043307,-99.20958162,11 a 30 personas,Restaurantes de autoservicio,193,4.3
6792343,11255 VOLCANES,19.26898478,-99.17072008,11 a 30 personas,Restaurantes de autoservicio,223,4.1
6319034,11258 ZAPOTITLAN,19.29942536,-99.04149773,11 a 30 personas,Restaurantes de autoservicio,186,4.1
6316290,11264 AJUSCO,19.28525065,-99.21853345,11 a 30 personas,Restaurantes de autoservicio,285,4.4
6305537,11289 QUINIENTAS,19.45569459,-99.08931893,11 a 30 personas,Restaurantes de autoservicio,52,3.5
6305534,11290 EDISON,19.43809684,-99.15620731,11 a 30 personas,Restaurantes de autoservicio,72,3.4
6316278,11339 ALFONSO XIII,19.38070424,-99.19989028,11 a 30 personas,Restaurantes de autoservicio,190,4.6
6319047,11345 ISABEL LA CATOLICA,19.40909063,-99.13928038,11 a 30 personas,Restaurantes de autoservicio,87,4.3
6737456,11440 SAN ISIDRO,19.50089053,-99.19994681,11 a 30 personas,Restaurantes de autoservicio,211,3.0
6319052,11447 CUAJIMALPA,19.35706423,-99.30011159,11 a 30 personas,Restaurantes de autoservicio,271,4.6
6794310,11452 SANTA ANA,19.32978985,-99.12833338,11 a 30 personas,Restaurantes de autoservicio,280,3.6
6309919,11470 SAN ANDRES,19.32871262,-99.10678834,11 a 30 personas,Restaurantes de autoservicio,459,2.5
6794398,11529 AZTECAS SUR,19.33389806,-99.15109288,11 a 30 personas,Restaurantes de autoservicio,465,3.3
6706028,11560 PATIO CLAVERIA,19.46352006,-99.1820221,11 a 30 personas,Restaurantes de autoservicio,69,3.0
6721573,11565 TORRE DIAMANTE,19.36128939,-99.27889416,11 a 30 personas,Restaurantes de autoservicio,95,3.7
921102,11578 WALMART PLATEROS,19.36918274,-99.19359328,11 a 30 personas,Restaurantes de autoservicio,151,3.8
6309895,11580 PARQUES POLANCO,19.42521076,-99.18935061,11 a 30 personas,Restaurantes de autoservicio,360,4.4
6775633,11583 IZTAPALAPA II,19.35030375,-99.07369279,11 a 30 personas,Restaurantes de autoservicio,442,3.4
6316276,11599 VIA SAN JUAN,19.33820055,-99.06416799,11 a 30 personas,Restaurantes de autoservicio,356,3.9
919694,11601 JOSE MARIA CASTORENA,19.36197228,-99.28835995,11 a 30 personas,Restaurantes de autoservicio,106,2.7
6812701,11617 WM FELIX CUEVAS,19.37284578,-99.1757267,11 a 30 personas,Restaurantes de autoservicio,385,4.3
9457768,11634 PLAZA TENARIA,19.36194058,-99.22397958,11 a 30 personas,Restaurantes de autoservicio,478,3.8
9393152,11743 WAL-MART TLAHUAC,19.30600225,-99.06350144,11 a 30 personas,Restaurantes de autoservicio,215,3.0
6319027,11776 CORREGIDORA,19.43140728,-99.13091125,11 a 30 personas,Restaurantes de autoservicio,373,4.6
6319025,11828 PERISUR,19.30270687,-99.19000648,11 a 30 personas,Restaurantes de autoservicio,189,4.2
6319049,11844 TACUBA CENTRO,19.43534615,-99.13523552,11 a 30 personas,Restaurantes de autoservicio,166,3.4
6319927,11849 EVENTOS,19.391114,-99.13282893,11 a 30 personas,Restaurantes de autoservicio,187,3.9
6319028,11871 PARQUE DELTA,19.4026857,-99.15542516,11 a 30 personas,Restaurantes de autoservicio,370,3.4
6309896,11881 PARQUE LINDAVISTA,19.48692097,-99.13088315,11 a 30 personas,Restaurantes de autoservicio,317,4.4
6310298,11891 PARQUE TEZONTLE,19.38211684,-99.08308996,11 a 30 personas,Restaurantes de autoservicio,485,3.8
6812705,11892 REFORMA 222,19.42918111,-99.1619125,11 a 30 personas,Restaurantes de autoservicio,303,3.9
6316242,11913 WTC,19.39269018,-99.17325217,11 a 30 personas,Restaurantes de autoservicio,100,3.5
6319947,11928 CENTRO COMERCIAL EL ROSARIO,19.50193357,-99.20417737,11 a 30 personas,Restaurantes de autoservicio,369,3.3
6232100,11939 PLAZA AEROPUERTO,19.41952258,-99.09495104,11 a 30 personas,Restaurantes de autoservicio,234,3.1
6811854,11940 PARQUE VIA VALLEJO,19.48720507,-99.15143226,11 a 30 personas,Restaurantes de autoservicio,142,4.1
6232585,11944 PASEO ACOXPA,19.29721,-99.13613509,11 a 30 personas,Restaurantes de autoservicio,68,3.8
6314158,11977 PORTAL SAN ANGEL,19.36139935,-99.18950851,31 a 50 personas,Restaurantes de autoservicio,207,4.5
10555884,12 DORADOS,19.43843321,-99.17839609,0 a 5 personas,Restaurantes con servicio de preparación de tacos y tortas,269,4.0
788938,120 TESORO,19.47315271,-99.1157863,0 a 5 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,262,4.4
6315860,12077 CERVANTES,19.44031093,-99.20625391,11 a 30 personas,Restaurantes de autoservicio,387,3.6
6316121,12078 CUAJIMALPA,19.36191956,-99.28844896,11 a 30 personas,Restaurantes de autoservicio,282,3.4
6305457,12079 MADERO,19.43353708,-99.13839148,6 a 10 personas,Restaurantes de autoservicio,73,4.1
6319057,12154 CORREGIDORA,19.43140968,-99.13093151,6 a 10 personas,Restaurantes de autoservicio,331,3.6
9229854,12300 MADRE SELVA,19.25135137,-99.09928932,11 a 30 personas,Restaurantes de autoservicio,85,3.8
6232586,12308 SANTA MARIA LA RIBERA,19.45053227,-99.15623808,11 a 30 personas,Restaurantes de autoservicio,412,4.4
9018403,12319 PLAZA EXHIBIMEX,19.38698704,-99.19181056,11 a 30 personas,Restaurantes de autoservicio,361,4.3
9402192,12320 FUENTES DEL PEDREGAL,19.30486907,-99.22052486,11 a 30 personas,Restaurantes de autoservicio,257,3.9
9398909,12321 JAMAICA,19.40861108,-99.11455375,11 a 30 personas,Restaurantes de autoservicio,363,4.5
6794201,12341 PLAZA CUAUHTEMOC,19.42491363,-99.15387267,11 a 30 personas,Restaurantes de autoservicio,81,3.5
9401890,12349 LA VILLA,19.48201476,-99.11808694,11 a 30 personas,Restaurantes de autoservicio,307,3.6
6319070,12362 CERRO DE LAS TORRES,19.3454979,-99.1347814,11 a 30 personas,Restaurantes de autoservicio,387,4.3
9398911,12376 MEXICALTZINGO,19.35685396,-99.11597474,11 a 30 personas,Restaurantes de autoservicio,226,3.5
9398910,12380 PORTALES CDMX,19.37020725,-99.14185866,11 a 30 personas,Restaurantes de autoservicio,479,3.4
9113010,124 GELATINAS CHELY,19.4758776,-99.15394677,0 a 5 personas,Servicios de preparación de otros alimentos para consumo inmediato,132,4.4
8940019,12402 LAS ANTENAS,19.31557305,-99.07713564,11 a 30 personas,Restaurantes de autoservicio,427,4.2
6309935,12424 PARQUE TEPEYAC,19.49724546,-99.12046141,11 a 30 personas,Restaurantes de autoservicio,360,4.4
6316138,12513 AGUILAS,19.35969456,-99.19768323,11 a 30 personas,Restaurantes de autoservicio,279,3.8
6775632,12521 AXOMIATLA,19.34207822,-99.25384829,11 a 30 personas,Restaurantes de autoservicio,317,3.7
6310252,12532 TICOMAN,19.51775037,-99.1429558,11 a 30 personas,Restaurantes de autoservicio,254,4.0
9412206,12541 TLAHUAC CERRO DE LA ESTRELLA,19.319468,-99.079884,11 a 30 personas,Restaurantes de autoservicio,496,4.6
6319033,12543 CENTRO DEL VALLE,19.37743265,-99.16064034,11 a 30 personas,Restaurantes de autoservicio,212,2.4
6309932,12545 TEPEYAC CHEDRAUI,19.46780435,-99.13891478,11 a 30 personas,Restaurantes de autoservicio,289,2.9
6307747,12548 ENCUENTRO OCEANIA,19.41965848,-99.09694223,11 a 30 personas,Restaurantes de autoservicio,166,4.2
9452727,12549 LA JOYA,19.28011632,-99.16938897,11 a 30 personas,Restaurantes de autoservicio,123,3.6
9229335,12556 CONSTITUCION DE 1917,19.37502528,-99.09555599,11 a 30 personas,Restaurantes de autoservicio,455,4.3
6314094,12649 MARTE,19.39097882,-99.1322125,11 a 30 personas,Restaurantes de autoservicio,315,4.0
6315775,12912 CONTRERAS,19.32356713,-99.21731248,6 a 10 personas,Restaurantes de autoservicio,355,2.9
6308456,13008 TEPEYAC,19.47215695,-99.12193587,11 a 30 personas,Restaurantes de autoservicio,468,4.8
6812495,1301 CHILIS EXPRESS WTC,19.39474717,-99.17374695,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,193,4.3
6725029,1302 CHILIS EXPRESS SAMARA,19.36759304,-99.25981493,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,341,4.6
6309684,13049 CAMARONES,19.46765932,-99.17679909,11 a 30 personas,Restaurantes de autoservicio,110,4.0
6316080,13060 GRAN SUR,19.30813729,-99.16406541,11 a 30 personas,Restaurantes de autoservicio,124,4.2
743005,132 133 POSTRES,19.4758776,-99.15394677,0 a 5 personas,Servicios de preparación de otros alimentos para consumo inmediato,66,4.2
6795634,13381 TENAYUCA,19.5308877,-99.15511006,11 a 30 personas,Restaurantes de autoservicio,394,4.8
6309941,13382 ANFORA,19.43615521,-99.1106262,11 a 30 personas,Restaurantes de autoservicio,434,3.7
6318722,13440 UNIVERSIDAD,19.37137827,-99.17874563,11 a 30 personas,Restaurantes de autoservicio,61,4.2
6795244,13587 HENRY FORD,19.46921268,-99.1163226,6 a 10 personas,Restaurantes de autoservicio,52,4.8
6319058,13647 CUAUHTEMOC,19.41169574,-99.15492482,11 a 30 personas,Restaurantes de autoservicio,420,4.4
6308471,13737 ARAGON II,19.46478224,-99.08426839,6 a 10 personas,Restaurantes de autoservicio,122,4.4
6316244,14144 TEPEPAN,19.28293864,-99.1433113,11 a 30 personas,Restaurantes de autoservicio,132,3.4
6308448,14302 AZCAPOTZALCO,19.47793177,-99.18705768,11 a 30 personas,Restaurantes de autoservicio,196,2.4
6315311,14381 TLALPAN,19.39131177,-99.13866353,11 a 30 personas,Restaurantes de autoservicio,432,3.0
6812653,14717 NAPOLES,19.39253741,-99.17304756,11 a 30 personas,Restaurantes de autoservicio,163,3.4
6319059,14726 XOCHIMILCO,19.2734199,-99.12002417,6 a 10 personas,Restaurantes de autoservicio,133,4.7
6318718,14766 GIGANTE MIRAMONTES,19.30924961,-99.12431526,11 a 30 personas,Restaurantes de autoservicio,124,2.8
6319060,14767 SAN COSME,19.43968772,-99.15600981,11 a 30 personas,Restaurantes de autoservicio,327,3.2
6309682,14970 LA VILLA,19.48229855,-99.1179668,11 a 30 personas,Restaurantes de autoservicio,50,4.4
6309679,14998 IZTAPALAPA,19.35564736,-99.1020959,11 a 30 personas,Restaurantes de autoservicio,102,2.5
6812948,1500 REFORMA 222,19.42922525,-99.16181842,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,221,3.0
6852455,1502 PASEO ACOXPA,19.29776662,-99.13755593,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,315,3.7
6845276,1503 PEDREGAL,19.30658853,-99.20957154,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,57,3.7
6813547,1504 CARSO,19.44020345,-99.20295242,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,194,4.4
6309922,15049 PATRIOTISMO,19.38499084,-99.18291911,11 a 30 personas,Restaurantes de autoservicio,247,4.1
6309921,15054 ERMITA,19.35559905,-99.08591228,11 a 30 personas,Restaurantes de autoservicio,300,4.2
6845738,1509 PARQUE LINDAVISTA,19.48557993,-99.13052582,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,184,3.2
920487,1510 SANTA FE,19.36261461,-99.27447087,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,174,3.5
6813348,1511 UNIVERSIDAD,19.36461748,-99.16860042,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,368,4.3
6200341,1518 WTC,19.39474577,-99.1737411,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,400,3.7
6814029,1522 PARQUE DELTA,19.40331379,-99.15537574,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,470,4.0
6725205,1523 PORTAL SAN ANGEL,19.39474965,-99.17375734,11 a 30 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,117,3.8
9412722,1525 PARQUE TEZONTLE,19.38195543,-99.08234928,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,113,4.4
9394871,1528 MITIKAH,19.35882151,-99.16769768,31 a 50 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,303,3.9
6319063,15327 RELOX,19.33987417,-99.19023276,11 a 30 personas,Restaurantes de autoservicio,312,4.3
6309685,15556 ANTARA,19.43863573,-99.20448674,11 a 30 personas,Restaurantes de autoservicio,449,3.3
6319064,15613 TLALPAN ERMITA,19.36258778,-99.14305603,11 a 30 personas,Restaurantes de autoservicio,405,4.2
6309686,15672 PABELLON POLANCO,19.43849349,-99.20822019,11 a 30 personas,Restaurantes de autoservicio,276,3.4
774750,16 FUENTE DE SODAS PEPE,19.48495294,-99.14869725,0 a 5 personas,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",319,4.5
9750867,16 OZ DE PLACER CULPOSO,19.28954719,-99.05580033,0 a 5 personas,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",299,4.7
6319112,16262 REFORMA,19.42904539,-99.16220182,11 a 30 personas,Restaurantes de autoservicio,213,4.3
6319065,16679 ALAMEDA CENTRAL,19.43441186,-99.14292139,6 a 10 personas,Restaurantes de autoservicio,422,4.0
6317257,16749 FORUM BUENAVISTA,19.44691249,-99.15262608,11 a 30 personas,Restaurantes de autoservicio,378,4.8
6232081,16942 LA VIGA,19.3806413,-99.12243675,11 a 30 personas,Restaurantes de autoservicio,316,4.3
6307042,17123 PLAZA CENTRAL DE ABASTOS,19.37842675,-99.09581264,11 a 30 personas,Restaurantes de autoservicio,433,3.1
6307041,17125 AEROPUERTO II,19.42028325,-99.09638578,6 a 10 personas,Restaurantes de autoservicio,434,3.0
6307040,17628 PLAZA LINDAVISTA,19.49099176,-99.13388569,11 a 30 personas,Restaurantes de autoservicio,314,3.1
6716807,17906 PLAZA CARSO,19.44190672,-99.20295931,11 a 30 personas,Restaurantes de autoservicio,74,4.3
9229627,18476 SAMARA,19.36761689,-99.25984166,11 a 30 personas,Restaurantes de autoservicio,153,4.6
6309678,18727 ROSARIO TC,19.50193357,-99.20417736,11 a 30 personas,Restaurantes de autoservicio,320,2.6
11575250,19,19.48601714,-99.07787028,0 a 5 personas,Restaurantes que preparan otro tipo de alimentos para llevar,302,4.2
8117496,19 TAMALERIA GOURMETE RYC,19.48495294,-99.14869725,0 a 5 personas,Servicios de preparación de otros alimentos para consumo inmediato,107,4.6
6704156,19081 SELECT EL ROSARIO,19.50089937,-99.19997474,11 a 30 personas,Restaurantes de autoservicio,73,3.7
11149928,1912 CAFE,19.46180593,-99.16707631,0 a 5 personas,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",121,4.0
10788719,1985 AUTIFINE,19.42018192,-99.16009886,6 a 10 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,421,3.6
6232513,1XALA ONE ALAMEDA,19.43502911,-99.14776199,11 a 30 personas,Hoteles con otros servicios integrados,142,4.7
6801506,1XPAT ONE CIUDAD DE MÉXICO PATRIOTISMO,19.39599099,-99.18103554,11 a 30 personas,Hoteles con otros servicios integrados,176,4.2
6786157,1XRAZ ONE CIUDAD DE MEXICO LA RAZA,19.46293729,-99.14856249,31 a 50 personas,Hoteles con otros servicios integrados,223,4.3
11426420,2 TAPS CERVECERIA,19.3855933,-99.15198592,0 a 5 personas,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,67,4.8
